epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.6488740492078993,0.41484444444444446,1.4410430192947388,0.4866,83.3483856999992,4.2504781000025105
2,1.3387220865885416,0.5264888888888889,1.2999765872955322,0.5454,93.44642199999726,4.001806000000215
3,1.2276963744269478,0.5709777777777778,1.2036799192428589,0.5838,84.77194080000118,3.462738199999876
4,1.148306544409858,0.6003777777777778,1.1712510585784912,0.5864,84.36682160000055,4.614442300000519
5,1.094986959415012,0.6167111111111111,1.1529241800308228,0.5982,93.38009239999883,3.6095101999999315
6,1.0524508577240839,0.6327777777777778,1.1253502368927002,0.6126,91.32748699999865,3.358746500001871
7,1.0123457718107436,0.6475111111111111,1.0942026376724243,0.6188,75.26279069999873,4.396147499999643
8,0.9867420481152005,0.6563777777777777,1.0693845748901367,0.6222,89.47867760000008,4.160753399999521
9,0.9625592900488111,0.6625333333333333,1.066688895225525,0.6216,88.7810653000015,3.968213600001036
10,0.9382749305725098,0.6725777777777778,1.0473681688308716,0.6292,89.25617679999777,3.665168800001993
