epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,3.952387413872613,0.11991111111111111,3.5332441329956055,0.1774,17.704757500003325,0.35052970000106143
2,3.253826424662272,0.23,3.1998794078826904,0.2296,8.1997709999996,0.3193144000033499
3,2.9154544665866426,0.2886888888888889,3.0290281772613525,0.2536,8.2709262999997,0.32164490000286605
4,2.694277468829685,0.3302888888888889,2.9216840267181396,0.2788,8.188721300000907,0.3670413999934681
5,2.5305692516326905,0.3617111111111111,2.8943121433258057,0.2864,8.362419200006116,0.37181849999615224
6,2.4056395582834877,0.38764444444444446,2.844332695007324,0.2996,8.516136400001415,0.2907647000029101
7,2.3041560842725968,0.41,2.8361823558807373,0.3066,8.12183240000013,0.31727240000327583
8,2.216493194664849,0.4293777777777778,2.8410472869873047,0.3058,8.722011300000304,0.2996945999984746
9,2.144964244418674,0.4436888888888889,2.871119976043701,0.3078,8.28664459999709,0.3297621000019717
10,2.0813778325398764,0.4596222222222222,2.8730082511901855,0.3012,8.461869000006118,0.31921009999496164
11,2.0246743839263917,0.46942222222222224,2.903487205505371,0.3022,8.479444200005673,0.3240397999979905
12,1.97774248046875,0.48113333333333336,2.9188241958618164,0.308,8.378914700006135,0.3119133000000147
