epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.394347583813137,0.03824444444444444,4.014736652374268,0.09,9.524614600006316,0.24867960000119638
2,3.976137727355957,0.08742222222222222,3.6956100463867188,0.1452,3.953535300002841,0.24241320000146516
3,3.7480058830685086,0.11962222222222223,3.5078461170196533,0.162,3.8618193000002066,0.21265209999546641
4,3.609178965886434,0.14171111111111112,3.4069976806640625,0.193,3.7657455999942613,0.24000119999982417
5,3.51287174343533,0.1557111111111111,3.3134477138519287,0.2028,3.8752858999941964,0.2089108000000124
6,3.4435099568684895,0.16855555555555554,3.270368814468384,0.2076,3.867645699996501,0.2358414000045741
7,3.3941915882110596,0.17475555555555555,3.2169928550720215,0.2276,3.8778292999995756,0.21324160000222037
8,3.3419746250152587,0.18726666666666666,3.2030248641967773,0.224,3.99714220000169,0.24716890000127023
9,3.3064392070770263,0.1932222222222222,3.154232978820801,0.2282,3.8949272999961977,0.21819669999968028
10,3.271356042650011,0.19613333333333333,3.114964485168457,0.243,3.9863654999935534,0.22604320000391454
11,3.254677381854587,0.2,3.0946192741394043,0.2362,3.9830628000054276,0.23545089999970514
12,3.2246971915774876,0.20677777777777778,3.091327428817749,0.2454,3.9356111000015517,0.2365713000035612
