epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.5916844998889499,0.433,1.2838040590286255,0.5426,157.90494170000238,6.089496399999916
2,1.2608610989252726,0.5526222222222222,1.1500216722488403,0.588,163.07808959999966,6.309458699994138
3,1.1470046179029676,0.5904666666666667,1.1194871664047241,0.5982,162.56642410000495,5.697264599999471
4,1.0663011064317491,0.6224,1.0846225023269653,0.6116,147.61817509999673,6.737270300000091
5,1.0114007488250731,0.6412666666666667,1.0186657905578613,0.6374,149.33596930000203,6.298121899999387
6,0.9695839326858521,0.6547111111111111,1.0000183582305908,0.6438,147.7604930000016,6.690853200001584
7,0.9281165232340495,0.6710888888888888,0.9875771403312683,0.6506,149.2615580999991,6.267329399997834
8,0.8937694366772969,0.6827111111111112,0.9861525297164917,0.6504,151.1848173000035,6.226890199999616
9,0.8691057719336616,0.6901333333333334,0.9896355271339417,0.6482,149.62661999999546,6.320970799999486
10,0.8442958877563477,0.7002666666666667,1.0210226774215698,0.6402,156.52537129999837,6.362000399996759
