978,0,0,0,0,0,0,1,1,0
0,1126,2,1,0,1,2,1,2,0
3,1,1015,3,1,0,0,4,5,0
2,0,0,1000,0,3,0,1,4,0
0,0,0,0,970,0,1,3,1,7
2,0,0,5,0,875,2,0,5,3
10,3,0,1,2,3,937,0,2,0
0,1,8,1,0,0,0,1017,1,0
5,0,3,2,1,0,0,3,956,4
1,1,1,1,3,1,0,4,3,994
