epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.6620939927419027,0.4044888888888889,1.4648845195770264,0.4706,6.844863700000019,0.47085229999993317
2,1.3805282844755384,0.5106444444444445,1.3372275829315186,0.5298,2.429973700000005,0.19786650000003192
3,1.2731360152138604,0.5498666666666666,1.2710175514221191,0.5488,2.697190599999999,0.21557829999994738
4,1.2009635947333441,0.5796666666666667,1.198065996170044,0.5758,2.909259700000007,0.2224168999999847
5,1.1516127411312527,0.5946444444444444,1.1646440029144287,0.589,2.814790099999982,0.20139700000004268
6,1.0978812128384907,0.6141333333333333,1.141778826713562,0.6016,2.9021675999999843,0.23097469999993336
7,1.0605476909001668,0.6287777777777778,1.110404372215271,0.6144,3.065401599999973,0.2721854000000121
8,1.0244725909339056,0.6412444444444444,1.0896390676498413,0.6164,2.981156800000008,0.22578440000006594
9,0.9963081603686015,0.6523111111111111,1.0748547315597534,0.6238,2.9613932999999406,0.22131200000001172
10,0.9660623610178629,0.6631111111111111,1.065341591835022,0.6288,3.503164800000036,0.2647459999999455
