epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.131924278937446,0.08884444444444445,3.6318140029907227,0.1602,10.069189600000072,0.5559127999999873
2,3.5506903119828968,0.16695555555555555,3.3010756969451904,0.2204,3.850471299999981,0.2530768999999964
3,3.2730445078108046,0.21195555555555556,3.0962538719177246,0.249,3.799784900000077,0.23895930000003318
4,3.0941307456970213,0.24413333333333334,3.015180826187134,0.2614,3.7929765999999745,0.2528388000000632
5,2.969852867380778,0.26637777777777777,2.9036922454833984,0.28,3.7335498999998435,0.25052670000013677
6,2.8706279615190295,0.28546666666666665,2.8360915184020996,0.3018,3.745797699999912,0.2431879000000663
7,2.789425200229221,0.3028222222222222,2.798424243927002,0.3046,3.8199334999999337,0.24934250000001157
8,2.7248158090379504,0.3127333333333333,2.84061598777771,0.2956,3.8254466999999295,0.23938889999999446
9,2.6751405348883734,0.3221333333333333,2.760687828063965,0.3088,3.766771399999925,0.24134300000014264
10,2.617874610900879,0.3360222222222222,2.8040242195129395,0.3022,3.8812299999999595,0.2443802999998752
11,2.576718813917372,0.3397777777777778,2.6942574977874756,0.3188,3.8412101999999777,0.24913539999988643
12,2.532792520099216,0.35186666666666666,2.741358757019043,0.318,3.867286400000012,0.23874789999990753
