epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.639058458518982,0.42317777777777776,1.3290553092956543,0.5296,16.99233880000247,0.9349354000005405
2,1.2626813878801133,0.5475333333333333,1.1803712844848633,0.5874,6.027114599997731,0.3850458000015351
3,1.1362241186353896,0.5974444444444444,1.1499000787734985,0.5888,6.241300699999556,0.3872250999993412
4,1.0560156463940937,0.6231111111111111,1.0370099544525146,0.6346,6.21094489999814,0.391954300001089
5,1.0025888518863255,0.6438666666666667,1.047099232673645,0.6376,6.234827399999631,0.3879729000000225
6,0.9554209626833597,0.6624222222222222,1.0144519805908203,0.6468,6.314418300000398,0.42483160000119824
7,0.9170988840844896,0.673,0.9935347437858582,0.6468,6.280314899999212,0.40268700000160607
8,0.8883134143617418,0.6823777777777777,0.9771109223365784,0.6548,6.168518300000869,0.39251940000031027
9,0.8585114183637831,0.6956222222222223,0.9832497835159302,0.6548,6.264396499998838,0.38619289999769535
10,0.8301138008117676,0.7051777777777778,0.9722892642021179,0.6604,6.437187900002755,0.38162159999774303
