epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.6398800664265951,0.4224222222222222,1.3286951780319214,0.5314,159.46874810000008,6.049190200003068
2,1.2619697761535644,0.5499111111111111,1.1651283502578735,0.587,160.98197349999828,8.10439469999983
3,1.1294446854697333,0.5983777777777778,1.0952420234680176,0.6138,163.20700999999826,5.844752999997581
4,1.0488565029356214,0.6280666666666667,1.0480760335922241,0.6314,146.6413712000067,6.6854859000013676
5,0.9994655299928453,0.6478444444444444,1.0462615489959717,0.6356,149.77752390000387,6.322663200000534
6,0.9506614174630906,0.6613111111111111,0.9990697503089905,0.6514,147.6674839000043,6.3565552000000025
7,0.9117881819195217,0.6769111111111111,0.9690743088722229,0.6614,150.10322019999876,6.1782680000033
8,0.8821044680913289,0.6840222222222222,0.9980865120887756,0.649,151.40488069999992,6.110194100001536
9,0.8521220426347521,0.6987555555555556,1.0370793342590332,0.632,149.79942960000335,6.273229300000821
10,0.8332084590699937,0.7020888888888889,0.9868043661117554,0.6552,156.6411017000064,6.42862089999835
