634,41,59,22,24,5,15,19,136,45
8,837,4,4,3,5,20,3,29,87
67,12,518,50,108,84,83,40,27,11
20,24,91,377,95,207,108,48,19,11
28,9,93,56,595,34,90,80,11,4
15,8,77,154,58,571,36,62,13,6
5,11,46,59,50,23,790,4,11,1
16,8,53,32,73,75,14,706,5,18
58,62,10,13,6,7,8,6,798,32
22,205,11,10,8,13,18,24,42,647
