epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,0.26014905802277655,0.9314827503194385,0.08164741843938828,0.9771628604767462,8.810049899999967,0.11862550000000738
2,0.08048222635174994,0.978055961926631,0.05518808215856552,0.98383063843974,4.500668099999984,0.12009120000016082
3,0.05533619218250793,0.9837410418325586,0.052063386887311935,0.98383063843974,9.502287300000035,0.30853400000000875
4,0.04440736768574113,0.9868891316827466,0.04378544166684151,0.9864977496249375,10.997059000000036,0.2880915000000641
5,0.03663017058482571,0.98875946741727,0.04201643168926239,0.9876646107684615,10.030870800000002,0.22954780000009123
