epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.39527689581977,0.040044444444444445,4.055437088012695,0.0814,9.66043609999906,0.234556799994607
2,3.9828733013153075,0.08753333333333334,3.7155706882476807,0.145,3.7930186000012327,0.21990079999523005
3,3.7327272869533963,0.12902222222222223,3.5349514484405518,0.176,3.932045100002142,0.2093068000031053
4,3.5658784044053817,0.15297777777777777,3.366187572479248,0.1978,3.864289599994663,0.23340530000132276
5,3.4543091178046335,0.1710888888888889,3.2379117012023926,0.2238,3.7334067999981926,0.22689659999741707
6,3.3688930760701497,0.18582222222222222,3.19942569732666,0.2292,3.7166227999987314,0.2391429999988759
7,3.308439821539985,0.1968888888888889,3.1240570545196533,0.2418,3.7706005000000005,0.2241656000041985
8,3.2448780769348144,0.20657777777777778,3.0504987239837646,0.25,3.9362404999992577,0.23634259999380447
9,3.1974342732747396,0.21511111111111111,3.030195713043213,0.2514,3.929638599998725,0.2369371000022511
10,3.150167664633857,0.2222,2.971348524093628,0.2688,3.965214299998479,0.24475399999937508
11,3.1222631413353814,0.22904444444444444,2.942967653274536,0.2658,3.9247967999981483,0.24685129999852506
12,3.074201405673557,0.23635555555555557,2.9748077392578125,0.2612,3.9203101999955834,0.23359979999804636
