epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.5917702458911471,0.4328666666666667,1.2864872217178345,0.549,21.352891000002273,0.35368559999915306
2,1.2659678569157917,0.5484,1.1741540431976318,0.5768,10.164611799998966,0.3615721999995003
3,1.1524475271436903,0.5893333333333334,1.1457949876785278,0.5938,10.596402099999978,0.4532944000020507
4,1.0715954343159992,0.6221111111111111,1.0706325769424438,0.6194,10.792560500001855,0.5207446999993408
5,1.014946934360928,0.6406222222222222,1.023963451385498,0.6334,10.284741200001008,0.4333050000022922
6,0.9659239929093255,0.6593333333333333,1.0136572122573853,0.6342,12.912952299997414,0.6101135000026261
7,0.9296207316504584,0.6709111111111111,0.9788486361503601,0.6474,9.87439010000162,0.3452505999994173
8,0.8949976810031467,0.6820222222222222,0.9889611601829529,0.649,10.683746200000314,0.4242539000006218
9,0.8706411247889201,0.6924222222222223,1.0159460306167603,0.6448,9.367282499999419,0.3617659999981697
10,0.8436795480940077,0.7002,0.981997549533844,0.6474,8.972771000000648,0.3350261999985378
