749,20,65,26,14,18,6,16,52,34
33,786,16,17,5,11,11,6,27,88
69,5,551,58,75,135,56,35,9,7
26,10,81,399,59,324,56,30,8,7
28,3,114,63,573,80,46,82,5,6
11,4,48,113,42,712,20,43,3,4
13,7,54,86,43,62,719,4,6,6
21,2,34,49,69,114,8,682,3,18
124,50,26,26,13,14,11,8,703,25
55,124,13,19,8,29,14,18,30,690
