epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.7837655144585502,0.366,1.5132427215576172,0.4654,16.678918600002362,0.28622080000059213
2,1.4206432304594252,0.4912888888888889,1.3550701141357422,0.5246,4.3721045999991475,0.2707866999990074
3,1.2981934304555258,0.5396,1.2922683954238892,0.5412,4.321544200000062,0.23655499999949825
4,1.2291321855545043,0.5664444444444444,1.2297371625900269,0.5724,4.124010499999713,0.23605350000070757
5,1.1718740892834134,0.5880222222222222,1.2014025449752808,0.5844,4.290337500002352,0.2955709999987448
6,1.1322978137546116,0.6026444444444444,1.1594624519348145,0.5918,4.890143900000112,0.3153407999998308
7,1.0964964943567912,0.6158444444444444,1.1596074104309082,0.594,4.837536999999429,0.24526919999698293
8,1.061426874086592,0.6297333333333334,1.131638526916504,0.6046,4.422032700000273,0.24392190000071423
9,1.03745886976454,0.6366222222222222,1.1154396533966064,0.6096,4.085580299997673,0.21927950000099372
10,1.012315842882792,0.6471111111111111,1.1334810256958008,0.61,3.9924424000018917,0.24425160000100732
