epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.440015516577827,0.03017777777777778,4.175097942352295,0.0588,16.67848530000265,0.29921810000087135
2,3.94481663869222,0.09442222222222223,3.7952334880828857,0.118,4.562273799998366,0.2466162999990047
3,3.647185231314765,0.14413333333333334,3.592344045639038,0.1534,4.371112799999537,0.30726599999979953
4,3.460398568089803,0.17575555555555555,3.4326164722442627,0.176,4.293864700000995,0.2508188000028895
5,3.3031440415276423,0.20553333333333335,3.3155741691589355,0.2042,3.973551999999472,0.23975760000030277
6,3.181783439890544,0.22735555555555556,3.2388527393341064,0.2152,4.4152854999993,0.24816329999885056
7,3.0928587332407633,0.24573333333333333,3.1481966972351074,0.2284,4.256325199999992,0.23076180000134627
8,3.0242410669962565,0.2588888888888889,3.0980143547058105,0.243,4.247592699997767,0.21796429999812972
9,2.964761515129937,0.2671777777777778,3.086426258087158,0.2402,4.139465799999016,0.22199499999987893
10,2.918278712463379,0.27715555555555554,3.0509815216064453,0.245,4.646019200001319,0.2425915999992867
11,2.8773489558325873,0.2845111111111111,2.9938666820526123,0.2578,4.021615299996483,0.24741640000138432
12,2.8468278428819445,0.28933333333333333,2.998119592666626,0.2604,4.04838430000018,0.24103939999986324
