epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.575260237227546,0.4396,1.28556227684021,0.5418,14.874347899996792,0.34036850000120467
2,1.2533654799567329,0.5572888888888888,1.1500375270843506,0.5936,8.531981000000087,0.295946999998705
3,1.1345327525668674,0.5978,1.1885502338409424,0.5704,8.669349399999192,0.2923081999979331
4,1.0563985029326546,0.6251333333333333,1.0771021842956543,0.6106,8.72193910000351,0.31282450000435347
5,1.0010642199198405,0.6448444444444444,0.9961361289024353,0.65,8.208591899994644,0.2904214000009233
6,0.9572177521917555,0.6608,1.0412545204162598,0.631,8.116626299997733,0.2943454999985988
7,0.9130005956437852,0.6776888888888889,1.0738240480422974,0.6248,8.40787580000324,0.29568380000273464
8,0.8786600028567844,0.6915777777777777,0.967903733253479,0.6544,8.242887799999153,0.27712009999959264
9,0.8504078956604004,0.6992888888888888,0.9589597582817078,0.6606,8.52014130000316,0.2739214999965043
10,0.8254640522638956,0.7069333333333333,0.9665960669517517,0.6622,8.376238700002432,0.2768119999964256
