62,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,7,0,3,0,0,0,0,0
0,38,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,2,1,0,1,1,0,3,0,3,0,1,0,2,0,0,5,0,0,1,0,2,1,0,0,0,1,0,0,0,4,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,2,1,0,2,9,2,0,0,0,0,0,0
4,1,23,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,2,3,0,5,7,0,0,2,0,1,0,2,0,1,2,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,0,0,2,0,0,0,2,1,0,0,1,2,0,1,0,0,3,2,0
0,0,0,10,10,0,1,2,0,1,0,0,1,1,1,0,1,0,0,2,0,17,0,1,1,0,0,0,0,1,1,8,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,4,1,3,2,0,0,0,0,0,4,0,1,6,0,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,1,0
0,1,0,6,19,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,3,0,1,3,0,1,1,1,1,5,1,0,0,0,0,4,0,0,2,4,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,3,0,2,0,0,0,0,3,0,0,0,3,0,1,1,0,0,1,0,0
1,1,0,0,3,38,0,0,1,0,0,0,1,0,1,0,0,2,0,1,2,1,1,6,0,3,0,0,0,0,0,0,1,1,1,0,5,0,0,2,2,1,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,2,1,0,3,0,0,1,0,0
0,0,0,1,0,1,26,2,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,4,2,1,0,1,1,0,0,0,2,0,6,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,3,1,2,0,0,0,2,0,0,0,0,1,2,0,2,0,2,0,0,13,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,1,3,44,1,0,0,0,0,0,4,0,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,2,2,0,0,0,2,0,1,0,0,1,1,0,0,4,0,0,1,0,1,0,1
0,1,0,0,0,1,0,5,50,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,3,0,1,1,6,0,3,0,0,0,0,0,0,0,0,4,2,0,0,1,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,3,1,2,0,42,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,4,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,5,0,0,1,6,0,0,0,0,1,0,1,1,0,1,3,0
8,2,0,0,2,3,0,1,0,0,13,0,0,0,0,0,2,0,0,0,3,1,9,0,1,1,3,2,5,0,0,0,0,1,0,0,2,0,0,0,3,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0,9,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,0,0,0,1,0,0,0,3,0,0,0,2,1,1,2,0,0,0,2,0
1,3,8,0,2,3,0,2,0,2,0,16,2,0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,4,0,0,5,3,1,0,0,0,2,0,3,0,1,7,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,0,0,0,2,3,0,0,0,2,0,1,0,0,0,2,2,0
