epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.7851630456500582,0.3655111111111111,1.5123759508132935,0.466,14.572708700001385,0.5419531000006828
2,1.4186021187252469,0.49195555555555553,1.3582733869552612,0.523,3.8055715000009513,0.2898961999999301
3,1.2960438969718084,0.5396222222222222,1.2945435047149658,0.5402,3.7327447999996366,0.26566100000127335
4,1.2308777385499743,0.5664,1.2387275695800781,0.569,3.6048642999994627,0.29747109999880195
5,1.1780471357133653,0.5868444444444444,1.2085515260696411,0.5816,3.6938201999982994,0.27134790000127396
6,1.1400623520533244,0.5998,1.1690316200256348,0.5878,3.8376390999983414,0.3033505999992485
7,1.109351903936598,0.6117333333333334,1.1691216230392456,0.5894,3.945093199999974,0.3091213000006974
8,1.0779908164554173,0.6230666666666667,1.1416428089141846,0.6034,4.114792899999884,0.3029328999982681
9,1.0575078703986274,0.6294444444444445,1.133967399597168,0.6076,4.312553499999922,0.32758149999790476
10,1.0323400901582507,0.6406,1.134993553161621,0.5988,3.8611027999977523,0.26640000000043074
