63,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0
0,45,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1,0,0,0,0,3,1,0,3,0,1,0,0,5,2,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,3,1,0,1,0,0,0,1
1,1,22,1,0,5,1,0,1,0,1,4,0,0,1,0,1,0,0,0,2,0,0,0,0,1,2,0,1,0,0,1,1,1,0,3,10,0,2,1,1,0,0,0,0,2,9,0,0,0,2,1,0,0,3,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,1,3,0
0,0,0,18,7,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,12,1,1,0,0,0,2,0,0,1,12,0,0,1,0,0,0,2,0,0,0,0,2,1,0,4,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,4,0,4,3,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,0,5,17,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,1,1,1,7,0,1,2,3,1,2,0,0,2,0,2,0,1,0,4,5,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,12,1,0,1,0,0,0,0,0,3,0,7,0,0,2,0,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,41,1,0,1,1,1,0,1,3,0,0,0,0,0,0,1,0,0,3,1,7,1,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2,0,1,4,2,0,1,0,0,0,0,0
0,1,0,1,2,0,42,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,1,1,0,1,0,0,0,2,0,1,0,0,2,0,1,0,0,2,0,1,1,0,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,3,1,1,0,0,0,7,1,0,0,0,0,0,0,0,1,1,0
0,0,0,0,2,1,3,38,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,1,10,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,2,0,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,6,5,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,2,0,1,0,0,0,0,42,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,1,0,2,0,2,0,0,0,6,2,1,0,0,4,0,0,2,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,1,0,1
0,0,0,0,0,0,0,1,1,51,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,0,1,3,0,3,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1,0,2,0,1,1,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0
