label,support,precision,recall
airplane,1000,0.7193169690501601,0.674
automobile,1000,0.8196166854565953,0.727
bird,1000,0.5765983112183354,0.478
cat,1000,0.4770173646578141,0.467
deer,1000,0.5407470288624788,0.637
dog,1000,0.5462264150943397,0.579
frog,1000,0.818297331639136,0.644
horse,1000,0.6066204772902233,0.788
ship,1000,0.8015021459227468,0.747
truck,1000,0.7059352517985612,0.785
