epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.580950473997328,0.4368,1.3227660655975342,0.5248,14.340201999999863,0.3122324999999364
2,1.2521899873521594,0.5553333333333333,1.136371374130249,0.6022,9.053326599999991,0.2751670000000104
3,1.1256573161231147,0.6015333333333334,1.1085669994354248,0.6052,8.941536100000121,0.31447179999986474
4,1.0451090414788988,0.6295111111111111,1.0972648859024048,0.6074,8.745665999999801,0.2740698000000066
5,0.9915083868238661,0.6507555555555555,0.986785352230072,0.6524,8.68880480000007,0.34654139999997824
6,0.9504822726355658,0.6634666666666666,1.049074411392212,0.6314,8.78884660000017,0.2827479999998559
7,0.910914349577162,0.6774666666666667,0.9842214584350586,0.653,9.134470899999997,0.3609139000000141
8,0.8800295683648851,0.6892,0.9949590563774109,0.6554,8.789555400000154,0.28708949999986544
9,0.8506466672685411,0.6973111111111111,0.9739655256271362,0.664,9.025432899999942,0.3813083000000006
10,0.8283795396910774,0.7057111111111111,1.0061606168746948,0.6494,8.782400299999836,0.323647899999969
