674,20,52,29,47,9,11,27,79,52
28,727,9,14,9,9,9,16,23,156
64,6,478,69,146,95,34,75,12,21
21,9,68,467,96,206,34,68,12,19
21,3,68,64,637,33,33,124,11,6
13,4,59,168,54,579,8,104,5,6
6,5,64,93,101,45,644,28,6,8
11,1,19,39,58,67,2,788,3,12
76,54,9,21,15,10,5,16,747,47
23,58,3,15,15,7,7,53,34,785
