epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.5843608028199938,0.4347111111111111,1.3501254320144653,0.5202,139.28820139999993,3.3551491000000624
2,1.247749651061164,0.5579555555555555,1.1458516120910645,0.5934,150.08253050000008,6.43610539999986
3,1.1281345322079128,0.6003777777777778,1.1003037691116333,0.6048,159.40013199999999,6.971629500000063
4,1.051659891404046,0.6268888888888889,1.1126635074615479,0.5944,152.31378259999997,5.165710100000069
5,0.9969923550075955,0.6475333333333333,1.0115461349487305,0.637,145.32199549999996,6.506426999999803
6,0.95349225569831,0.6626888888888889,1.051300048828125,0.6384,156.68806950000044,6.085104700000102
7,0.9121240863164266,0.678,0.9807858467102051,0.6556,155.0761593000002,5.697448299999905
8,0.882589939880371,0.6895777777777777,0.980368435382843,0.6566,180.4412895999999,8.639166600000408
9,0.8566514239417182,0.6947333333333333,0.9409046769142151,0.6698,243.63177210000003,6.949225999999726
10,0.8273640281041463,0.7077111111111111,1.0528738498687744,0.6362,197.97895800000015,6.521857700000055
