epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,1.6475709360970392,0.4152888888888889,1.432762861251831,0.4904,16.211627599997882,0.2442239999982121
2,1.3360561130099826,0.5280444444444444,1.2919847965240479,0.5484,3.7150694000010844,0.21567919999870355
3,1.2245046809514364,0.5715333333333333,1.201299786567688,0.5846,3.8392152999986138,0.23981959999946412
4,1.145541953277588,0.6009333333333333,1.167482852935791,0.5908,3.6720147999985784,0.22799820000000182
5,1.091709147368537,0.6176222222222222,1.1510250568389893,0.5964,3.5217732999990403,0.2172973999986425
6,1.0501705369631449,0.6334444444444445,1.1193279027938843,0.6126,3.5581748000004154,0.2150376999998116
7,1.0103267607053121,0.6479777777777778,1.0916011333465576,0.6188,3.541700599998876,0.22554049999962444
8,0.9857469653341505,0.6574222222222222,1.0765494108200073,0.6216,4.159213400002045,0.2697440000010829
9,0.9609247591018677,0.6628222222222222,1.0725336074829102,0.62,4.404805099999066,0.23992229999930714
10,0.9361858010821872,0.6727333333333333,1.0530263185501099,0.6314,4.124271799999406,0.21832780000113416
