774,34,48,14,7,8,11,3,60,41
40,804,9,5,3,1,12,3,32,91
98,16,529,59,114,61,67,23,19,14
51,22,100,426,91,145,103,20,18,24
47,13,114,53,559,25,103,61,21,4
24,9,110,182,51,493,55,43,18,15
12,29,45,53,62,11,762,4,7,15
32,16,56,48,97,58,17,617,7,52
153,79,12,12,6,5,4,1,703,25
52,206,14,9,3,5,14,11,38,648
