epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.174596210013496,0.07173333333333333,3.7574100494384766,0.1304,9.509691299999986,0.26027879999992365
2,3.5652659742567274,0.16573333333333334,3.4331371784210205,0.179,4.243457900000067,0.23239119999993818
3,3.3142542294820148,0.20984444444444444,3.300736665725708,0.2084,4.261126000000104,0.21933209999997416
4,3.167491686291165,0.2366,3.2038214206695557,0.2252,4.327222900000152,0.23280690000001414
5,3.0542946904500328,0.25764444444444445,3.132704734802246,0.2382,4.34975959999997,0.22619669999994585
6,2.9773512389712864,0.2710444444444444,3.0956602096557617,0.249,4.479770599999938,0.23426050000011855
7,2.9004554471757675,0.28886666666666666,3.05411958694458,0.2528,4.205435399999942,0.20297310000000834
8,2.845393870162964,0.2964222222222222,3.0706217288970947,0.2452,4.1284255000000485,0.2611714000001939
9,2.794559840435452,0.3077111111111111,2.9900221824645996,0.2582,4.402287200000046,0.2183310000000347
10,2.7513295676761205,0.3150222222222222,2.9456984996795654,0.2736,4.565240499999845,0.23041369999987182
11,2.7093098958757187,0.3273111111111111,2.9314961433410645,0.2732,4.366123099999868,0.21867829999996502
12,2.6676707700517444,0.3343333333333333,2.90659499168396,0.2838,4.052380800000037,0.2783366000001024
