694,25,43,28,9,4,7,12,128,50
27,735,8,10,3,2,11,4,64,136
97,9,474,67,117,99,47,36,34,20
31,20,83,393,72,213,79,38,37,34
45,3,138,83,520,25,65,95,20,6
15,3,82,207,34,545,22,62,21,9
9,18,52,95,75,32,669,11,13,26
27,7,33,51,57,101,9,666,13,36
93,41,11,14,3,3,4,7,785,39
43,135,13,11,2,6,4,15,54,717
