epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.490013777245416,0.0304,4.195929527282715,0.0678,9.715856900002109,0.24732059999951161
2,4.087301341247558,0.07031111111111112,3.7786824703216553,0.1324,3.8491609999982757,0.20734350000566337
3,3.830261276457045,0.10533333333333333,3.599871873855591,0.1512,3.8726917000021785,0.23328469999978552
4,3.67075006374783,0.1292222222222222,3.4846863746643066,0.173,4.005967400000372,0.2311444000006304
5,3.573770231882731,0.1476,3.360016107559204,0.1896,3.9258549000005587,0.2043346999998903
6,3.489895824601915,0.1605111111111111,3.28940749168396,0.205,3.878052200001548,0.2227567000009003
7,3.425072736740112,0.1721111111111111,3.2453699111938477,0.2122,3.9024771000040346,0.2380706999974791
8,3.373842787085639,0.1822888888888889,3.212085723876953,0.2198,3.914027199993143,0.2095608000017819
9,3.321536962721083,0.1903111111111111,3.1766607761383057,0.223,3.9074526999975205,0.21608399999968242
10,3.2773381977081297,0.1978,3.117595672607422,0.2304,3.9041820999991614,0.27998339999612654
11,3.2461375798543295,0.20257777777777777,3.0754709243774414,0.2412,3.888369699998293,0.22923879999871133
12,3.2188875031789146,0.2054,3.0823984146118164,0.2388,3.9507426000054693,0.22290909999719588
