epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,3.9658803297254774,0.11748888888888889,3.5464344024658203,0.1714,14.534084900005837,0.3183422000001883
2,3.2866687574598523,0.22368888888888888,3.2168991565704346,0.2228,8.981614900003478,0.3404045999996015
3,2.9375166113535562,0.28446666666666665,3.0298855304718018,0.2636,8.596931899999618,0.3404233000037493
4,2.7035605445437962,0.3302,2.9369797706604004,0.2756,8.665081400002236,0.31895909999730065
5,2.5302586717393662,0.36377777777777776,2.8777260780334473,0.2914,8.436541499999294,0.30635139999503735
6,2.396399992879232,0.39244444444444443,2.852072238922119,0.301,8.559906599999522,0.3487401000020327
7,2.288506892098321,0.4140666666666667,2.8170721530914307,0.3058,8.732419199994183,0.3212841999993543
8,2.2016307607862684,0.43073333333333336,2.828627824783325,0.3036,8.21168359999865,0.29037870000320254
9,2.122212509367201,0.44764444444444446,2.8545210361480713,0.3104,7.6837489000026835,0.2734167999951751
10,2.0564230113135444,0.46244444444444444,2.9861907958984375,0.2826,7.818438300004345,0.2929373000006308
11,2.0059885442945693,0.47455555555555556,2.947380781173706,0.297,7.892784000003303,0.31986809999943944
12,1.9500000298817952,0.48577777777777775,2.963129997253418,0.2938,7.825523700004851,0.2840414999955101
