752,25,35,25,9,7,8,15,58,66
23,775,6,11,1,6,8,11,19,140
93,11,461,74,120,103,45,61,15,17
29,29,70,465,68,209,45,42,19,24
38,10,63,68,621,36,40,102,14,8
19,6,57,165,52,595,11,78,5,12
6,18,42,92,96,42,665,17,8,14
19,4,22,44,52,89,2,738,1,29
97,65,5,18,5,5,2,9,742,52
32,87,7,12,8,7,4,29,26,788
