epoch,train_loss,train_accuracy,val_loss,val_accuracy,train_seconds,validation_seconds
1,4.176548212517632,0.07168888888888889,3.7684648036956787,0.1264,108.1484974,4.646153199999844
2,3.574998404354519,0.16297777777777778,3.441844940185547,0.1764,129.80347070000016,5.299595399999816
3,3.3234198378245035,0.20704444444444445,3.3129725456237793,0.2064,113.31120999999985,4.441985700000259
4,3.1772292578803167,0.23337777777777777,3.2081031799316406,0.2222,106.52394719999984,4.331324199999926
5,3.0660302814059786,0.2540222222222222,3.1392018795013428,0.231,104.36594920000016,4.079418199999964
6,2.9921122886233857,0.26915555555555554,3.1226789951324463,0.2422,88.33792700000004,3.8072072999998454
7,2.9159544345855712,0.28584444444444446,3.068413257598877,0.2552,87.90844620000007,3.7005788000001303
8,2.8604158932156034,0.29402222222222224,3.0831844806671143,0.2412,88.54879940000001,3.8455346000000645
9,2.8109432577345106,0.30444444444444446,2.989665985107422,0.2586,86.96009030000005,3.835713500000111
10,2.768132523727417,0.31366666666666665,2.966747283935547,0.2692,99.91617200000019,4.5954368999996404
11,2.7267032146030004,0.32126666666666664,2.952382802963257,0.2742,93.52258759999995,3.725766399999884
12,2.688215090942383,0.33042222222222223,2.948519229888916,0.2724,88.48650859999998,4.293266900000162
